#chrom	name	symbol	geneName	locus_type
chrX	HGNC:36537	RPS26P57	ribosomal protein S26 pseudogene 57	pseudogene
chrX	HGNC:52277	TEX13C	TEX13 family member C	gene with protein product
chrX	HGNC:55107	FBLIM1P1	FBLIM1 pseudogene 1	pseudogene
chrX	HGNC:32950	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	gene with protein product
chrX	HGNC:52118	MTCO1P53	MT-CO1 pseudogene 53	pseudogene
chrX	HGNC:31347	MTND4LP1	MT-ND4L pseudogene 1	pseudogene
chrX	HGNC:42220	MTND4P24	MT-ND4 pseudogene 24	pseudogene
chrX	HGNC:15405	OR4W1P	olfactory receptor family 4 subfamily W member 1 pseudogene	pseudogene
chrX	HGNC:29395	DCAF12L1	DDB1 and CUL4 associated factor 12 like 1	gene with protein product
chrX	HGNC:52306	MTCYBP38	MT-CYB pseudogene 38	pseudogene
chrX	HGNC:34498	PRR32	proline rich 32	gene with protein product
chrX	HGNC:32928	PNPLA10P	patatin like phospholipase domain containing 10 pseudogene	pseudogene
chrX	HGNC:24027	ACTRT1	actin related protein T1	gene with protein product
chrX	HGNC:51543	BTG3P1	BTG anti-proliferation factor 3 pseudogene 1	pseudogene
chrX	HGNC:55127	ACTRT1P1	ACTRT1 pseudogene 1	pseudogene
chrX	HGNC:36442	RPL7AP72	ribosomal protein L7a pseudogene 72	pseudogene
chrX	HGNC:55128	RUVBL2P1	RUVBL2 pseudogene 1	pseudogene
chrX	HGNC:33414	KRT18P44	keratin 18 pseudogene 44	pseudogene
chrX	HGNC:36547	RPL32P35	ribosomal protein L32 pseudogene 35	pseudogene
chrX	HGNC:55129	TJAP1P1	TJAP1 pseudogene 1	pseudogene
chrX	HGNC:35858	RPS26P56	ribosomal protein S26 pseudogene 56	pseudogene
chrX	HGNC:43413	RNA5SP513	"RNA, 5S ribosomal pseudogene 513"	pseudogene
chrX	HGNC:11097	SMARCA1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"	gene with protein product
chrX	HGNC:8108	OCRL	OCRL inositol polyphosphate-5-phosphatase	gene with protein product
chrX	HGNC:16665	APLN	apelin	gene with protein product
chrX	HGNC:12823	XPNPEP2	X-prolyl aminopeptidase 2	gene with protein product
chrX	HGNC:15975	SASH3	SAM and SH3 domain containing 3	gene with protein product
chrX	HGNC:18475	ZDHHC9	zinc finger DHHC-type palmitoyltransferase 9	gene with protein product
chrX	HGNC:39819	SALL4P2	spalt like transcription factor 4 pseudogene 2	pseudogene
chrX	HGNC:10665	UTP14A	UTP14A small subunit processome component	gene with protein product
chrX	HGNC:25657	BCORL1	BCL6 corepressor like 1	gene with protein product
chrX	HGNC:3319	ELF4	E74 like ETS transcription factor 4	gene with protein product
chrX	HGNC:9773	RAB33A	"RAB33A, member RAS oncogene family"	gene with protein product
chrX	HGNC:8768	AIFM1	apoptosis inducing factor mitochondria associated 1	gene with protein product
chrX	HGNC:25955	ZNF280C	zinc finger protein 280C	gene with protein product
chrX	HGNC:48093	RNU6-1130P	"RNA, U6 small nuclear 1130, pseudogene"	pseudogene
chrX	HGNC:10984	SLC25A14	solute carrier family 25 member 14	gene with protein product
chrX	HGNC:19060	GPR119	G protein-coupled receptor 119	gene with protein product
chrX	HGNC:24282	RBMX2	RNA binding motif protein X-linked 2	gene with protein product
chrX	HGNC:55625	FSIP2LP	"fibrous sheath interacting protein 2 like, pseudogene"	pseudogene
chrX	HGNC:30886	DENND10P1	DENND10 pseudogene 1	pseudogene
chrX	HGNC:2259	ENOX2	ecto-NOX disulfide-thiol exchanger 2	gene with protein product
chrX	HGNC:55130	SPRING1P2	SPRING1 pseudogene 2	pseudogene
chrX	HGNC:56096	ENOX2-AS1	ENOX2 antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:49632	LINC01201	long intergenic non-protein coding RNA 1201	"RNA, long non-coding"
chrX	HGNC:26388	ARHGAP36	Rho GTPase activating protein 36	gene with protein product
chrX	HGNC:46207	RN7SL191P	"RNA, 7SL, cytoplasmic 191, pseudogene"	pseudogene
chrX	HGNC:31239	OR11Q1P	olfactory receptor family 11 subfamily Q member 1 pseudogene	pseudogene
chrX	HGNC:5948	IGSF1	immunoglobulin superfamily member 1	gene with protein product
chrX	HGNC:19582	OR11N1P	olfactory receptor family 11 subfamily N member 1 pseudogene	pseudogene
chrX	HGNC:15406	OR5AW1P	olfactory receptor family 5 subfamily AW member 1 pseudogene	pseudogene
chrX	HGNC:15407	OR5BH1P	olfactory receptor family 5 subfamily BH member 1 pseudogene	pseudogene
chrX	HGNC:14750	OR1AA1P	olfactory receptor family 1 subfamily AA member 1 pseudogene	pseudogene
chrX	HGNC:55131	NLRP7P1	NLRP7 pseudogene 1	pseudogene
chrX	HGNC:14755	OR13H1	olfactory receptor family 13 subfamily H member 1	gene with protein product
chrX	HGNC:14721	OR13K1P	olfactory receptor family 13 subfamily K member 1 pseudogene	pseudogene
chrX	HGNC:14827	OR7L1P	olfactory receptor family 7 subfamily L member 1 pseudogene	pseudogene
chrX	HGNC:14719	OR2AF1P	olfactory receptor family 2 subfamily AF member 1 pseudogene	pseudogene
chrX	HGNC:31836	HDGFP1	heparin binding growth factor pseudogene 1	pseudogene
chrX	HGNC:49627	FIRRE	firre intergenic repeating RNA element	"RNA, long non-coding"
chrX	HGNC:49629	MCRIP2P1	MAPK regulated corepressor interacting protein 2 pseudogene 1	pseudogene
chrX	HGNC:49628	PNKDP1	PNKD pseudogene 1	pseudogene
chrX	HGNC:43414	RNA5SP514	"RNA, 5S ribosomal pseudogene 514"	pseudogene
chrX	HGNC:18174	STK26	serine/threonine kinase 26	gene with protein product
chrX	HGNC:8079	FRMD7	FERM domain containing 7	gene with protein product
chrX	HGNC:55132	AGKP2	AGK pseudogene 2	pseudogene
chrX	HGNC:21165	RAP2C	"RAP2C, member of RAS oncogene family"	gene with protein product
chrX	HGNC:40957	RAP2C-AS1	RAP2C antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:20564	MBNL3	muscleblind like splicing regulator 3	gene with protein product
chrX	HGNC:47061	RNU6-98P	"RNA, U6 small nuclear 98, pseudogene"	pseudogene
chrX	HGNC:19133	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	gene with protein product
chrX	HGNC:40870	HS6ST2-AS1	HS6ST2 antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:55133	NAA20P1	NAA20 pseudogene 1	pseudogene
chrX	HGNC:13485	USP26	ubiquitin specific peptidase 26	gene with protein product
chrX	HGNC:24603	TFDP3	transcription factor Dp family member 3	gene with protein product
chrX	HGNC:48457	RNU1-115P	"RNA, U1 small nuclear 115, pseudogene"	pseudogene
chrX	HGNC:4452	GPC4	glypican 4	gene with protein product
chrX	HGNC:47166	RNU6-203P	"RNA, U6 small nuclear 203, pseudogene"	pseudogene
chrX	HGNC:4451	GPC3	glypican 3	gene with protein product
chrX	HGNC:35683	RPS24P19	ribosomal protein S24 pseudogene 19	pseudogene
chrX	HGNC:35581	RPSAP63	ribosomal protein SA pseudogene 63	pseudogene
chrX	HGNC:52897	GPC3-AS1	GPC3 antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:39212	TIMM8BP2	translocase of inner mitochondrial membrane 8B pseudogene 2	pseudogene
chrX	HGNC:32023	MIR363	microRNA 363	"RNA, micro"
chrX	HGNC:31644	MIR92A2	microRNA 92a-2	"RNA, micro"
chrX	HGNC:31576	MIR19B2	microRNA 19b-2	"RNA, micro"
chrX	HGNC:32024	MIR20B	microRNA 20b	"RNA, micro"
chrX	HGNC:32025	MIR18B	microRNA 18b	"RNA, micro"
chrX	HGNC:31494	MIR106A	microRNA 106a	"RNA, micro"
chrX	HGNC:44085	LARP1BP3	LARP1B pseudogene 3	pseudogene
chrX	HGNC:37286	CCDC160	coiled-coil domain containing 160	gene with protein product
chrX	HGNC:55019	NT5DC1P2	NT5DC1 pseudogene 2	pseudogene
chrX	HGNC:18145	PHF6	PHD finger protein 6	gene with protein product
chrX	HGNC:5157	HPRT1	hypoxanthine phosphoribosyltransferase 1	gene with protein product
chrX	HGNC:35831	RPL36AP54	ribosomal protein L36a pseudogene 54	pseudogene
chrX	HGNC:33642	MIR450B	microRNA 450b	"RNA, micro"
chrX	HGNC:28008	MIR450A1	microRNA 450a-1	"RNA, micro"
chrX	HGNC:32137	MIR450A2	microRNA 450a-2	"RNA, micro"
chrX	HGNC:32534	MIR542	microRNA 542	"RNA, micro"
chrX	HGNC:28258	MIR503HG	MIR503 host gene	"RNA, long non-coding"
chrX	HGNC:32138	MIR503	microRNA 503	"RNA, micro"
chrX	HGNC:31881	MIR424	microRNA 424	"RNA, micro"
chrX	HGNC:44262	LINC00629	long intergenic non-protein coding RNA 629	"RNA, long non-coding"
chrX	HGNC:9044	PLAC1	placenta enriched 1	gene with protein product
chrX	HGNC:36003	RPL21P133	ribosomal protein L21 pseudogene 133	pseudogene
chrX	HGNC:36147	RPS7P12	ribosomal protein S7 pseudogene 12	pseudogene
chrX	HGNC:46980	RNU4-44P	"RNA, U4 small nuclear 44, pseudogene"	pseudogene
chrX	HGNC:30490	PABIR2	PABIR family member 2	gene with protein product
chrX	HGNC:25202	PABIR3	PABIR family member 3	gene with protein product
chrX	HGNC:25235	MOSPD1	motile sperm domain containing 1	gene with protein product
chrX	HGNC:47579	RNU6-616P	"RNA, U6 small nuclear 616, pseudogene"	pseudogene
chrX	HGNC:53129	LINC02243	long intergenic non-protein coding RNA 2243	"RNA, long non-coding"
chrX	HGNC:39334	HMGB3P31	high mobility group box 3 pseudogene 31	pseudogene
chrX	HGNC:41913	SMIM10	small integral membrane protein 10	gene with protein product
chrX	HGNC:33156	RTL8B	retrotransposon Gag like 8B	gene with protein product
chrX	HGNC:2569	RTL8C	retrotransposon Gag like 8C	gene with protein product
chrX	HGNC:24514	RTL8A	retrotransposon Gag like 8A	gene with protein product
chrX	HGNC:35473	NCLP2	nucleolin pseudogene 2	pseudogene
chrX	HGNC:34500	SMIM10L2B	small integral membrane protein 10 like 2B	gene with protein product
chrX	HGNC:44269	ETDB	embryonic testis differentiation homolog B	gene with protein product
chrX	HGNC:53137	SMIM10L2B-AS1	SMIM10L2B antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:26047	CT55	cancer/testis antigen 55	gene with protein product
chrX	HGNC:13145	ZNF75D	zinc finger protein 75D	gene with protein product
chrX	HGNC:53449	ETDA	embryonic testis differentiation homolog A	gene with protein product
chrX	HGNC:53450	ETDC	embryonic testis differentiation homolog C	gene with protein product
chrX	HGNC:21039	ZNF449	zinc finger protein 449	gene with protein product
chrX	HGNC:34499	SMIM10L2A	small integral membrane protein 10 like 2A	gene with protein product
chrX	HGNC:43415	RNA5SP515	"RNA, 5S ribosomal pseudogene 515"	pseudogene
chrX	HGNC:33602	CROCCP1	CROCC pseudogene 1	pseudogene
chrX	HGNC:55134	WDR4P1	WDR4 pseudogene 1	pseudogene
chrX	HGNC:41180	INTS6L-AS1	INTS6L antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:27334	INTS6L	integrator complex subunit 6 like	gene with protein product
chrX	HGNC:55136	ETS2P1	ETS2 pseudogene 1	pseudogene
chrX	HGNC:51339	SAGE4P	"sarcoma antigen 4, pseudogene"	pseudogene
chrX	HGNC:51338	SAGE3P	"sarcoma antigen 3, pseudogene"	pseudogene
chrX	HGNC:51337	SAGE2P	"sarcoma antigen 2, pseudogene"	pseudogene
chrX	HGNC:33267	CT45A1	cancer/testis antigen family 45 member A1	gene with protein product
chrX	HGNC:51244	MGAT2P1	MGAT2 pseudogene 1	pseudogene
chrX	HGNC:51243	MGAT2P2	MGAT2 pseudogene 2	pseudogene
chrX	HGNC:33268	CT45A3	cancer/testis antigen family 45 member A3	gene with protein product
chrX	HGNC:33270	CT45A5	cancer/testis antigen family 45 member A5	gene with protein product
chrX	HGNC:33271	CT45A6	cancer/testis antigen family 45 member A6	gene with protein product
chrX	HGNC:28400	CT45A2	cancer/testis antigen family 45 member A2	gene with protein product
chrX	HGNC:51260	CT45A7	cancer/testis antigen family 45 member A7	gene with protein product
chrX	HGNC:51261	CT45A8	cancer/testis antigen family 45 member A8	gene with protein product
chrX	HGNC:51262	CT45A9	cancer/testis antigen family 45 member A9	gene with protein product
chrX	HGNC:51263	CT45A10	cancer/testis antigen family 45 member A10	gene with protein product
chrX	HGNC:30369	SAGE1	sarcoma antigen 1	gene with protein product
chrX	HGNC:51336	CT45A11P	"cancer/testis antigen family 45 member A11, pseudogene"	pseudogene
chrX	HGNC:28100	MMGT1	membrane magnesium transporter 1	gene with protein product
chrX	HGNC:11079	SLC9A6	solute carrier family 9 member A6	gene with protein product
chrX	HGNC:4145	GAPDHP67	glyceraldehyde 3 phosphate dehydrogenase pseudogene 67	pseudogene
chrX	HGNC:51452	E2F6P4	E2F transcription factor 6 pseudogene 4	pseudogene
chrX	HGNC:3702	FHL1	four and a half LIM domains 1	gene with protein product
chrX	HGNC:25742	MAP7D3	MAP7 domain containing 3	gene with protein product
chrX	HGNC:50360	STK24P1	serine/threonine kinase 24 pseudogene 1	pseudogene
chrX	HGNC:18992	ADGRG4	adhesion G protein-coupled receptor G4	gene with protein product
chrX	HGNC:1113	BRS3	bombesin receptor subtype 3	gene with protein product
chrX	HGNC:5276	HTATSF1	HIV-1 Tat specific factor 1	gene with protein product
chrX	HGNC:20985	VGLL1	vestigial like family member 1	gene with protein product
chrX	HGNC:33677	MIR934	microRNA 934	"RNA, micro"
chrX	HGNC:47283	RNU6-320P	"RNA, U6 small nuclear 320, pseudogene"	pseudogene
chrX	HGNC:48578	LINC00892	long intergenic non-protein coding RNA 892	"RNA, long non-coding"
chrX	HGNC:11935	CD40LG	CD40 ligand	gene with protein product
chrX	HGNC:685	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6	gene with protein product
chrX	HGNC:47935	RNU6-972P	"RNA, U6 small nuclear 972, pseudogene"	pseudogene
chrX	HGNC:35588	RPL7P56	ribosomal protein L7 pseudogene 56	pseudogene
chrX	HGNC:39859	RANP4	RAN pseudogene 4	pseudogene
chrX	HGNC:51547	RAB28P5	"RAB28, member RAS oncogene family pseudogene 5"	pseudogene
chrX	HGNC:9910	RBMX	RNA binding motif protein X-linked	gene with protein product
chrX	HGNC:10218	SNORD61	"small nucleolar RNA, C/D box 61"	"RNA, small nucleolar"
chrX	HGNC:53759	RPL22P23	ribosomal protein L22 pseudogene 23	pseudogene
chrX	HGNC:55623	TM9SF5P	"transmembrane 9 superfamily member 5, pseudogene"	pseudogene
chrX	HGNC:38164	SRRM1P3	serine/arginine repetitive matrix 1 pseudogene 3	pseudogene
chrX	HGNC:14963	GPR101	G protein-coupled receptor 101	gene with protein product
chrX	HGNC:31113	RAC1P4	Rac family small GTPase 1 pseudogene 4	pseudogene
chrX	HGNC:12874	ZIC3	Zic family member 3	gene with protein product
chrX	HGNC:46341	RN7SL325P	"RNA, 7SL, cytoplasmic 325, pseudogene"	pseudogene
chrX	HGNC:33359	ZFYVE9P1	zinc finger FYVE-type containing 9 pseudogene 1	pseudogene
chrX	HGNC:47948	RNU6-985P	"RNA, U6 small nuclear 985, pseudogene"	pseudogene
chrX	HGNC:45755	RN7SKP31	RN7SK pseudogene 31	pseudogene
chrX	HGNC:35154	MAGEA13P	"MAGE family member A13, pseudogene"	pseudogene
chrX	HGNC:33360	KRT8P6	keratin 8 pseudogene 6	pseudogene
chrX	HGNC:53962	H2AQ1P	"H2A.Q variant histone 1, pseudogene"	pseudogene
chrX	HGNC:3670	FGF13	fibroblast growth factor 13	gene with protein product
chrX	HGNC:32139	MIR504	microRNA 504	"RNA, micro"
chrX	HGNC:44264	FGF13-AS1	FGF13 antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:55137	TPM2P1	TPM2 pseudogene 1	pseudogene
chrX	HGNC:29543	SNURFL	SNRPN upstream open reading frame like (pseudogene)	pseudogene
chrX	HGNC:11286	SRD5A1P1	steroid 5 alpha-reductase 1 pseudogene 1	pseudogene
chrX	HGNC:3551	F9	coagulation factor IX	gene with protein product
chrX	HGNC:6940	MCF2	MCF.2 cell line derived transforming sequence	gene with protein product
chrX	HGNC:1023	BCYRN1P1	"brain cytoplasmic RNA 1, pseudogene 1"	pseudogene
chrX	HGNC:13554	ATP11C	ATPase phospholipid transporting 11C	gene with protein product
chrX	HGNC:46922	RNU6ATAC23P	"RNA, U6atac small nuclear 23, pseudogene"	pseudogene
chrX	HGNC:32140	MIR505	microRNA 505	"RNA, micro"
chrX	HGNC:33743	CXorf66	chromosome X open reading frame 66	gene with protein product
chrX	HGNC:39772	HNRNPA3P3	heterogeneous nuclear ribonucleoprotein A3 pseudogene 3	pseudogene
chrX	HGNC:46743	RN7SL727P	"RNA, 7SL, cytoplasmic 727, pseudogene"	pseudogene
chrX	HGNC:55143	EEDP1	EED pseudogene 1	pseudogene
chrX	HGNC:35647	RPS17P17	ribosomal protein S17 pseudogene 17	pseudogene
chrX	HGNC:11199	SOX3	SRY-box transcription factor 3	gene with protein product
chrX	HGNC:27865	LINC00632	long intergenic non-protein coding RNA 632	"RNA, long non-coding"
chrX	HGNC:1798	CDR1	cerebellar degeneration related protein 1	unknown
chrX	HGNC:35388	MIR320D2	microRNA 320d-2	"RNA, micro"
chrX	HGNC:14329	SPANXB1	SPANX family member B1	gene with protein product
chrX	HGNC:34275	RNU6-3P	"RNA, U6 small nuclear 3, pseudogene"	pseudogene
chrX	HGNC:55144	RPL36AP52	RPL36A pseudogene 52	pseudogene
chrX	HGNC:6548	LDOC1	LDOC1 regulator of NFKB signaling	gene with protein product
chrX	HGNC:14331	SPANXC	SPANX family member C	gene with protein product
chrX	HGNC:39924	RBMX2P2	RBMX2 pseudogene 2	pseudogene
chrX	HGNC:13677	NDUFB3P5	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 5	pseudogene
chrX	HGNC:31683	SPANXA2-OT1	SPANXA2 overlapping transcript 1	"RNA, long non-coding"
chrX	HGNC:11218	SPANXA1	"sperm protein associated with the nucleus, X-linked, family member A1"	gene with protein product
chrX	HGNC:14328	SPANXA2	SPANX family member A2	gene with protein product
chrX	HGNC:14332	SPANXD	SPANX family member D	gene with protein product
chrX	HGNC:23798	MAGEC3	MAGE family member C3	gene with protein product
chrX	HGNC:6812	MAGEC1	MAGE family member C1	gene with protein product
chrX	HGNC:13574	MAGEC2	MAGE family member C2	gene with protein product
chrX	HGNC:43416	RNA5SP516	"RNA, 5S ribosomal pseudogene 516"	pseudogene
chrX	HGNC:33177	SPANXN4	SPANX family member N4	gene with protein product
chrX	HGNC:45805	RN7SKP81	RN7SK pseudogene 81	pseudogene
chrX	HGNC:45873	RN7SKP149	RN7SK pseudogene 149	pseudogene
chrX	HGNC:44071	PGBD4P6	piggyBac transposable element derived 4 pseudogene 6	pseudogene
chrX	HGNC:42082	MTND1P33	MT-ND1 pseudogene 33	pseudogene
chrX	HGNC:52070	MTND2P39	MT-ND2 pseudogene 39	pseudogene
chrX	HGNC:33176	SPANXN3	SPANX family member N3	gene with protein product
chrX	HGNC:7557	MYCLP3	MYCL pseudogene 3	pseudogene
chrX	HGNC:23502	SLITRK4	SLIT and NTRK like family member 4	gene with protein product
chrX	HGNC:48810	HNRNPH1P2	heterogeneous nuclear ribonucleoprotein H1 pseudogene 2	pseudogene
chrX	HGNC:33175	SPANXN2	SPANX family member N2	gene with protein product
chrX	HGNC:31710	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)	gene with protein product
chrX	HGNC:10456	RRM2P4	ribonucleotide reductase M2 polypeptide pseudogene 4	pseudogene
chrX	HGNC:48821	HNRNPCP10	heterogeneous nuclear ribonucleoprotein C pseudogene 10	pseudogene
chrX	HGNC:45913	RN7SKP189	RN7SK pseudogene 189	pseudogene
chrX	HGNC:24418	CYCSP44	CYCS pseudogene 44	pseudogene
chrX	HGNC:33174	SPANXN1	SPANX family member N1	gene with protein product
chrX	HGNC:55145	TRMT1P1	TRMT1 pseudogene 1	pseudogene
chrX	HGNC:55146	UFM1P1	UFM1 pseudogene 1	pseudogene
chrX	HGNC:13449	SLITRK2	SLIT and NTRK like family member 2	gene with protein product
chrX	HGNC:50194	MIR892C	microRNA 892c	"RNA, micro"
chrX	HGNC:33644	MIR890	microRNA 890	"RNA, micro"
chrX	HGNC:33648	MIR888	microRNA 888	"RNA, micro"
chrX	HGNC:33639	MIR892A	microRNA 892a	"RNA, micro"
chrX	HGNC:33649	MIR892B	microRNA 892b	"RNA, micro"
chrX	HGNC:33645	MIR891B	microRNA 891b	"RNA, micro"
chrX	HGNC:33635	MIR891A	microRNA 891a	"RNA, micro"
chrX	HGNC:43417	RNA5SP517	"RNA, 5S ribosomal pseudogene 517"	pseudogene
chrX	HGNC:39346	ELL2P4	elongation factor for RNA polymerase II 2 pseudogene 4	pseudogene
chrX	HGNC:54738	ANKRD11P2	ANKRD11 pseudogene 2	pseudogene
chrX	HGNC:42787	CXorf51B	chromosome X open reading frame 51B	gene with protein product
chrX	HGNC:30533	CXorf51A	chromosome X open reading frame 51A	gene with protein product
chrX	HGNC:33934	MIR513C	microRNA 513c	"RNA, micro"
chrX	HGNC:33935	MIR513B	microRNA 513b	"RNA, micro"
chrX	HGNC:32141	MIR513A1	microRNA 513a-1	"RNA, micro"
chrX	HGNC:32142	MIR513A2	microRNA 513a-2	"RNA, micro"
chrX	HGNC:32143	MIR506	microRNA 506	"RNA, micro"
chrX	HGNC:32144	MIR507	microRNA 507	"RNA, micro"
chrX	HGNC:32145	MIR508	microRNA 508	"RNA, micro"
chrX	HGNC:38292	MIR514B	microRNA 514b	"RNA, micro"
chrX	HGNC:33641	MIR509-2	microRNA 509-2	"RNA, micro"
chrX	HGNC:33675	MIR509-3	microRNA 509-3	"RNA, micro"
chrX	HGNC:32146	MIR509-1	microRNA 509-1	"RNA, micro"
chrX	HGNC:32147	MIR510	microRNA 510	"RNA, micro"
chrX	HGNC:32148	MIR514A1	microRNA 514a-1	"RNA, micro"
chrX	HGNC:32149	MIR514A2	microRNA 514a-2	"RNA, micro"
chrX	HGNC:32150	MIR514A3	microRNA 514a-3	"RNA, micro"
chrX	HGNC:55149	SLIRPP1	SLIRP. pseudogene 1	pseudogene
chrX	HGNC:47345	RNU6-382P	"RNA, U6 small nuclear 382, pseudogene"	pseudogene
chrX	HGNC:39081	FMR1-AS1	FMR1 antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:3775	FMR1	fragile X messenger ribonucleoprotein 1	gene with protein product
chrX	HGNC:3945	FRAXA	"fragile site, folic acid type, rare, fra(X)(q27.3) A"	fragile site
chrX	HGNC:26372	FMR1NB	FMR1 neighbor	gene with protein product
chrX	HGNC:53793	RNA5SP524	"RNA, 5S ribosomal pseudogene 524"	pseudogene
chrX	HGNC:3995	FTH1P8	ferritin heavy chain 1 pseudogene 8	pseudogene
chrX	HGNC:55151	HAX1P1	HAX1 pseudogene 1	pseudogene
chrX	HGNC:39493	RPL7L1P11	ribosomal protein L7 like 1 pseudogene 11	pseudogene
chrX	HGNC:3949	FRAXE	"fragile site, folic acid type, rare, fra(X)(q28) E"	fragile site
chrX	HGNC:3776	AFF2	ALF transcription elongation factor 2	gene with protein product
chrX	HGNC:45991	RN7SKP267	RN7SK pseudogene 267	pseudogene
chrX	HGNC:5389	IDS	iduronate 2-sulfatase	gene with protein product
chrX	HGNC:5390	IDSP1	iduronate 2-sulfatase pseudogene 1	pseudogene
chrX	HGNC:44265	EOLA1-DT	EOLA1 divergent transcript	"RNA, long non-coding"
chrX	HGNC:28089	EOLA1	endothelium and lymphocyte associated ASCH domain 1	gene with protein product
chrX	HGNC:52395	HSFX3	"heat shock transcription factor family, X-linked member 3"	gene with protein product
chrX	HGNC:31909	MAGEA9B	MAGE family member A9B	gene with protein product
chrX	HGNC:32701	HSFX2	"heat shock transcription factor family, X-linked 2"	gene with protein product
chrX	HGNC:17125	TMEM185A	transmembrane protein 185A	gene with protein product
chrX	HGNC:6798	MAGEA11	MAGE family member A11	gene with protein product
chrX	HGNC:31717	TMEM185AP1	transmembrane protein 185A pseudogene 1	pseudogene
chrX	HGNC:29603	HSFX1	"heat shock transcription factor family, X-linked 1"	gene with protein product
chrX	HGNC:6807	MAGEA9	MAGE family member A9	gene with protein product
chrX	HGNC:6805	MAGEA7P	"MAGE family member A7, pseudogene"	pseudogene
chrX	HGNC:39517	DUTP4	deoxyuridine triphosphatase pseudogene 4	pseudogene
chrX	HGNC:45092	LINC00850	long intergenic non-protein coding RNA 850	"RNA, long non-coding"
chrX	HGNC:45093	MAGEA8-AS1	MAGEA8 antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:6806	MAGEA8	MAGE family member A8	gene with protein product
chrX	HGNC:17402	EOLA2	endothelium and lymphocyte associated ASCH domain 2	gene with protein product
chrX	HGNC:52398	HSFX4	"heat shock transcription factor family, X-linked member 4"	gene with protein product
chrX	HGNC:48579	EOLA2-DT	EOLA2 divergent transcript	"RNA, long non-coding"
chrX	HGNC:37308	MIR2114	microRNA 2114	"RNA, micro"
chrX	HGNC:45184	XRCC6P2	X-ray repair cross complementing 6 pseudogene 2	pseudogene
chrX	HGNC:2568	MAMLD1	mastermind like domain containing 1	gene with protein product
chrX	HGNC:7448	MTM1	myotubularin 1	gene with protein product
chrX	HGNC:7449	MTMR1	myotubularin related protein 1	gene with protein product
chrX	HGNC:39974	CYP2C64P	"cytochrome P450 family 2 subfamily C member 64, pseudogene"	pseudogene
chrX	HGNC:18237	CD99L2	CD99 molecule like 2	gene with protein product
chrX	HGNC:53715	PPIAP91	peptidylprolyl isomerase A pseudogene 91	pseudogene
chrX	HGNC:47346	RNU6-383P	"RNA, U6 small nuclear 383, pseudogene"	pseudogene
chrX	HGNC:5004	HMGB3	high mobility group box 3	gene with protein product
chrX	HGNC:35868	RPL19P21	ribosomal protein L19 pseudogene 21	pseudogene
chrX	HGNC:51942	RPL12P50	ribosomal protein L12 pseudogene 50	pseudogene
chrX	HGNC:53794	RNA5SP525	"RNA, 5S ribosomal pseudogene 525"	pseudogene
chrX	HGNC:38273	MIR4330	microRNA 4330	"RNA, micro"
chrX	HGNC:40259	GPR50-AS1	GPR50 antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:4506	GPR50	G protein-coupled receptor 50	gene with protein product
chrX	HGNC:55156	NAB1P1	NAB1 pseudogene 1	pseudogene
chrX	HGNC:22082	VMA21	vacuolar ATPase assembly factor VMA21	gene with protein product
chrX	HGNC:20686	PASD1	PAS domain containing repressor 1	gene with protein product
chrX	HGNC:30798	PRRG3	proline rich and Gla domain 3	gene with protein product
chrX	HGNC:24683	FATE1	fetal and adult testis expressed 1	gene with protein product
chrX	HGNC:2149	CNGA2	cyclic nucleotide gated channel subunit alpha 2	gene with protein product
chrX	HGNC:53860	MAGEA4-AS1	MAGEA4 antisense RNA 1	"RNA, long non-coding"
chrX	HGNC:6802	MAGEA4	MAGE family member A4	gene with protein product
chrX	HGNC:4085	GABRE	gamma-aminobutyric acid type A receptor subunit epsilon	gene with protein product
chrX	HGNC:31604	MIR224	microRNA 224	"RNA, micro"
chrX	HGNC:32054	MIR452	microRNA 452	"RNA, micro"
chrX	HGNC:36331	RPSAP60	ribosomal protein SA pseudogene 60	pseudogene
chrX	HGNC:6803	MAGEA5P	"MAGE family member A5, pseudogene"	pseudogene
chrX	HGNC:6797	MAGEA10	MAGE family member A10	gene with protein product
chrX	HGNC:4077	GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3	gene with protein product
chrX	HGNC:47727	RNU6-764P	"RNA, U6 small nuclear 764, pseudogene"	pseudogene
chrX	HGNC:31492	MIR105-1	microRNA 105-1	"RNA, micro"
chrX	HGNC:33136	MIR767	microRNA 767	"RNA, micro"
